id,byear,H1a,pre-industrialized society,political event,personal youth,anti-europe,pre-industrialized society,nationalism,solidar society,pre-polarized society,colonialism,sports event
R_2BtFYwy7OAo20Ka,1977,,NA,,,,,,,,,
R_2Bu5zn25d6LGdxr,1981,Nvt,NA,,,,,,,,,
R_2bVInSXBcmDpLyO,1963,jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_2BxkyzzKOoE7WpT,1967,2000-2019,pre-polarized society,,0,0,0,0,0,1,0,0
R_2Bzy91WoMqyR35g,1947,Geen voorkeur.,NA,,,,,,,,,
R_2c0jgkm55kNX8E0,1948,1989 val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_2c1Kt4qSijonagK,1951,"Naar de tijd van iets minder neo liberalisme.
De jaren zestig en zeventig. Met een rebellerende jeugd flower power vrouwen emancipatie sterke vakbonden. Samen nieuwe doelen bereiken en niet de ijzige polarisatie van nu",solidar society,,1,0,0,0,1,1,0,0
R_2c1KU5TysTM7YxD,1991,Begin van de industriële revolutie,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2c1Ne14fBtLPn3c,1945,Naar een toekomst zonder enige vorm van geweld. In het verleden is niets om naar te verlangen,NA,,,,,,,,,
R_2c5GNO8w2nIZ0Kv,1968,Toen mensen nog natuurvolken waren,colonialism,,0,0,1,0,0,0,0,0
R_2c5VOUPRptREdSH,1955,Jaren 1980 excitement en groei!,solidar society,,1,0,0,0,1,0,0,0
R_2c7sEGlSfMmxYC4,1970,In de periode van Wim Kok. Meer gezag voor Premier en respect naar elkaar. De leider stond ook voor zijn volk en luisterde wat er speelde in de samenleving,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2CB0nBPnWWS3DIl,1979,,NA,,,,,,,,,
R_2cbYRUOpFb2Hy1f,2000,Geen,NA,,,,,,,,,
R_2CCiGBwFi18Xxt4,1968,de gouden eeuw,colonialism,1,0,0,1,1,0,0,1,0
R_2CE7Yh0GBV3igeS,1973,Jaren 50 20e eeuw,solidar society,,0,0,0,0,1,0,0,0
R_2Ce8BJa7o7w6hkn,1954,"Je leeft nu, het heeft geen zin steeds naar het verleden te kijken. Ervan uitgaand, dat je leert uit het verleden.
Maar de politiek leert niets van fouten uit het verleden, en blijft steeds dezelfde fouten maken. Dat is verontrustend.",NA,,,,,,,,,
R_2CIeVrsLLABOddQ,1985,,NA,,,,,,,,,
R_2CJn7jjpCFCZn8M,1957,geen alles heeft zijn charme,NA,,,,,,,,,
R_2CjQUpNXGnNNxKF,1952,"
begin van de coronatijd toen solidariteit naar boven kwam.",solidar society,1,0,0,0,0,1,1,0,0
R_2CJwWM3CZVLJPLM,1963,"Jaren 80/90. Voldoende woningen via Vinex, lossere intermenselijke moraal, zonder social media!",personal youth,,1,0,0,0,0,1,0,0
R_2ClffHyBg2b4NKA,1950,Naar het begin van de jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_2Clycc1BedF0HSR,1949,Naar minder mensen in de kamer.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2cod7hZJCLd0lJC,1957,"Het 'Akkoord van Wassenaar', rond 1980, waarin de Nederlandse economie en arbeidsmarkt opnieuw toekomst kreeg.",solidar society,1,0,0,0,0,1,0,0,0
R_2COjJBYlEflBflC,1955,"Naar de periode dat Nederland 11 miljoen inwoners had en men nog rekening hield met elkaar, de omgeving en het milieu.",solidar society,,0,0,1,0,1,1,0,0
R_2CpOoIljq0w6WGG,1950,"naar mijn schooltijd , de jaren 60",personal youth,,1,0,0,0,0,0,0,0
R_2CPzi90YjuwHKfs,1960,geen,NA,,,,,,,,,
R_2cq4yzyqwLoiK18,2000,"2010, sociale media hadden toen mijn leven nog niet in hun greep",personal youth,,1,0,0,0,0,0,0,0
R_2CrbA3GZDEO7RRr,1968,De tijd van voor de sociale media. Toen was er veel minder polarisatie en werden mensen minder snel onnodig beschadigd c.q. beschuldigd.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2CrLb4rmljn4Sae,1950,Niet,NA,,,,,,,,,
R_2Crp55M0NOTctzN,1945,Ik verlang niet terug.,NA,,,,,,,,,
R_2Cs5tC7pdyc8QLT,1992,Jaren 60 of negentig,personal youth,,1,0,0,0,1,0,0,0
R_2CsmvdklOjZ4L5T,1994,-,NA,,,,,,,,,
R_2CU1WXR2JCuAwiI,1957,niet,NA,,,,,,,,,
R_2CUsXrh9iHYTAYk,1958,Geen specifiek moment. Elke tijd heeft zijn charme.,NA,,,,,,,,,
R_2CWdndLFaSakABv,1948,,NA,,,,,,,,,
R_2CWerpYGQqdm8z8,1971,Geen,NA,,,,,,,,,
R_2D0GJEk0jBzWxNA,1970,prehistorie,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2D1V8TdH6rfu2oH,1956,mijn geboorte dan heb ik nog wat tijd te gaan al moet het dan ook wel weer op de zelfde datum zijn want ik vind niet dat we er veel op vooruit zijn gegaan.,personal youth,,1,0,0,0,0,0,0,0
R_2D2dQQuq9NCb92J,1986,De jaren voor de aanslag op Pim Fortuin en de aanslagen op 11 september. Dus eind jaren negentig,pre-polarized society,1,1,0,0,0,0,1,0,0
R_2D5MYNxvl0iAPrG,1959,"neutraal: er valt altijd wel iets van te maken, zeker in Europa",NA,,,,,,,,,
R_2D78XIFPbN0kh7A,1960,,NA,,,,,,,,,
R_2D8GiWxLIkToV8D,1960,"De nabije toekomst, die ervoor zorgt, dat we weer een democratisch bestel hebben met integere betrouwbare overheid, die echt luistert naar de burger en er echt voor de burger is, en ze niet steeds misleid.",NA,,,,,,,,,
R_2dATuvBzZFRm6aV,1982,,NA,,,,,,,,,
R_2dEGkElQ6eD2gDH,1997,,NA,,,,,,,,,
R_2dgykviBjQIAFfS,1954,,NA,,,,,,,,,
R_2dHlwO4cT5dsMya,1978,"Geen enkel, dat is een zinloos verlangen, elke tijd heeft mooie en minder mooie kanten. Het is aan ons om deze tijd zo mooi mogelijk te maken",NA,,,,,,,,,
R_2dikhN5rH5jjTJc,1988,,NA,,,,,,,,,
R_2diuALkzPO9GTf6,1962,Het moment dat er nog geen social media/twitter was / anoniem commentaar gegeven kon worden op werkelijk alles wat er in de wereld gebeurt.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2dj1YUlpGXtWH84,2003,niet van toepassing,NA,,,,,,,,,
R_2dLaRU7grbcsH8W,1992,,NA,,,,,,,,,
R_2dlHtO7MWw6IYxR,1973,"toen onze kinderen gewoon buiten konden spelen, het touwtje uit de voordeur kon. Veiligheid op straat gewoon was.",solidar society,,0,0,0,0,1,0,0,0
R_2dlQ5jq7bZg335H,1969,Voor 2000.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2DMMIEZzV0B4GWn,1953,De jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_2DNDF08jo4tvHOQ,1953,Het hier en nu,NA,,,,,,,,,
R_2dNms4xXrL6ZTse,1951,"Naar de tijd voordat Wim Kok, als premier, de welvaartsstaat de nek omdraaide en publieke diensten in handen liet komen van marktpartijen. Dus de tijd dat nutsvoorzieningen, zorgverzekering etc nog in handen waren van de overheid.",pre-polarized society,1,0,0,0,0,1,0,0,0
R_2DOlNrHSeZFMez1,1968,"Geen. Per saldo gaan we er mondiaal, regionaal en lokaal met grote stappen op vooruit.",NA,,,,,,,,,
R_2dQ15DJtK81EbOU,2003,Geen idee,NA,,,,,,,,,
R_2dQtZBrcdfPotU0,1991,Renaissance,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2DSMM8V86cOfIxb,1978,20 mei 2018 (FC Emmen),NA,,,,,,,,,
R_2dtElfnhI0nc6wy,1979,Ik verlang niet naar de geschiedenis,NA,,,,,,,,,
R_2DU0BbkjB6YxSWU,1941,Geen,NA,,,,,,,,,
R_2duKji4SsdJcOKN,1969,"Geen, de toekomst is nu.",NA,,,,,,,,,
R_2duqJKo7MPfMh88,1970,Het moment dat wij nog niet de regels van het WEF uitvoerden maar ik zie nu in dat deze planning al heel lang loopt en dat onze geschiedenis totaal niet klopt.,nationalism,,0,0,0,0,0,1,0,0
R_2DXO3xnqzlr8U3T,1951,"Flowerpower tijd, mensen gaven om elkaar.",solidar society,,1,0,0,0,1,0,0,0
R_2DYbvMhQSoK6Amz,1992,Ik verlang niet naar het verleden.,NA,,,,,,,,,
R_2DYMEaWFYX1v7is,1958,Voor de constatering dat we de aarde uitputten en de welvaart oneerlijk verdelen,solidar society,,0,0,1,0,1,0,0,0
R_2DZAcEZFG9QnXzD,1973,"Naar de jaren 80, veel voorspoed, weinig oorlog en veel vooruitgang en nog geen internet..",pre-polarized society,,1,0,0,0,0,1,0,0
R_2dZlc0inRFa7Y1a,1994,Naar voor de tijden van het opkomen van extreem-rechts. Zowel nationaal als internationaal.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2dztF6ucwNlNGcN,1966,na voor de oorlog in Ukraine,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2e2RcElMf4W2V0N,1996,,NA,,,,,,,,,
R_2e2TVh1R2rkc5Mc,1960,de val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_2e4gIw4iQX7Fq8M,1959,alle momenten voordat corona en oorlog oekraine uitbrak,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2e5sieKeABRR4vW,1956,zeventiger jaren,personal youth,,1,0,0,0,1,0,0,0
R_2E6t9OX8ehn7Iv2,1982,Jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_2e8Cmuw3ss6kCST,1998,Geen moment.,NA,,,,,,,,,
R_2Ea7Z3SD7QKgQII,1997,Ik verlang niet terug,NA,,,,,,,,,
R_2EaaYP3VmfE40IV,1960,De periode net na de val van de Muur in Berlijn,solidar society,1,0,0,0,0,1,1,0,0
R_2ebbTEU42o6pB3A,1938,"Naar de tijd van vroeger toen men nog respect had voor politie en andere hulpverleners, goede zorg voor ouderen, zorg door medici,
minder demonstraties, geweld, criminaliteit, drucs- en drankgebruik en minder vervuiling. 
",solidar society,,0,0,1,0,1,1,0,0
R_2EbdGjss2It7AkL,1945,,NA,,,,,,,,,
R_2EFzVDnlfGFf67j,1962,De jaren zeventig van de vorige eeuw,personal youth,,1,0,0,0,1,0,0,0
R_2EHuDWX9GW2bCkL,1953,"de jaren 60/70, vrijheid, blijheid, geen me too of CO2 gezeik",personal youth,,1,0,1,0,0,1,0,0
R_2EotgrrnG5UjdVL,1965,Mijn lagere schooltijd,personal youth,,1,0,0,0,0,0,0,0
R_2ePgFt6aL44aCO9,1992,Pax Romana,pre-industrialized society,1,0,0,1,0,0,0,0,0
R_2Eppsd8Vqyl0Vf4,1958,Geen.,NA,,,,,,,,,
R_2eQN32qk2tEK1Gw,1948,,NA,,,,,,,,,
R_2eR2v1i1S9asCD9,1978,1933 de opkomst van de Nationaal Socialisten.,colonialism,1,0,0,1,0,0,0,0,0
R_2ErTwKEAjp9qXPK,1982,,NA,,,,,,,,,
R_2EuD7iBR6LPSESt,1952,,NA,,,,,,,,,
R_2eVkQlGGhPoHOm3,1967,1988,personal youth,,1,0,0,0,0,1,0,0
R_2eXw9u0EAc2fLZO,1968,Jaren 80-90,pre-polarized society,,0,0,0,0,0,1,0,0
R_2EzABgtWXyt0l7I,2000,Eind 20e -/Begin 21e eeuw,pre-polarized society,,0,0,0,0,0,1,0,0
R_2EzubWxnHQN3Yje,1966,De tijd dat zeehelden nog als straatnaambord gebruikt mochten worden,colonialism,,0,0,0,1,0,0,1,0
R_2f0yFo2NIFbogll,1987,"De jaren 90 en begin 2000. Er waren toen ook genoeg problemen in de wereld, maar mensen leken destijds over het algemeen meer hun verstand te gebruiken dan nu.",pre-polarized society,,1,0,0,0,0,1,0,0
R_2f3yDIUL0LOHLcr,1980,Met linkse partijen zoals pvda als grote partij,solidar society,,0,0,0,0,1,0,0,0
R_2f3ZgPuCkAwvECC,1948,Geen moment,NA,,,,,,,,,
R_2fAThcq9bpypIp1,1969,Jaren 80 en jaren 90.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2fBARJfgH7PBM43,1980,Toen de gezondheidszorg en de nutsbedrijven nog niet geprivatiseerd waren. Het heeft de gemiddelde burger niets gebracht en veel gekost.,solidar society,,0,0,0,0,1,0,0,0
R_2fd4bhKLOIwylse,1963,1941,colonialism,,0,0,0,1,0,0,0,0
R_2feA1NJtXPCr7VU,1990,De jaren 70. Toen praten de mensen nog met elkaar en waren er veel meer waarden voor elkaar.,pre-polarized society,,0,0,0,0,1,1,0,0
R_2fesSZmkyiDvG94,1954,de jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_2ffGzEGuqmVTaI1,1954,Geen,NA,,,,,,,,,
R_2ffHlVciGWalgZa,1966,,NA,,,,,,,,,
R_2ffHnG4EIqAVlLV,1977,De toekomst,NA,,,,,,,,,
R_2fiBjk1GHAcg4Lk,1941,"Terugkijken is zinloos, want dat was een andere maatschappij met andere mensen. Kijk vooruit en zet je in.",NA,,,,,,,,,
R_2fiYz313W1Wbun5,1939,"Naar een samenleving waar men naar elkaar omziet. Niet direct elkaar afkappen, Lubbers en ook Kok en Den Uyl waren mensen met redelijkheid. De maatschappij is los geslagen
",solidar society,1,0,0,0,0,1,1,0,0
R_2fjoTPxt3GOm8e1,1985,19e eeuw of jaren 50 van de vorige eeuw.,solidar society,,0,0,0,0,1,0,0,0
R_2fK7AGBi0jgW2Ga,1958,1672 toen gebeurde er tenminste iets in Nederland,pre-industrialized society,,0,0,1,1,0,0,0,0
R_2fkVNohCm94DXKq,1965,geen,NA,,,,,,,,,
R_2flCwjVRKZ5owjS,1960,"Naar mijn jeugd, je wist van niks, geen oorlog of wat dan ook",personal youth,,1,0,0,0,0,0,0,0
R_2foJhkjbHu4JIiK,1954,Jaren zeventig,personal youth,,1,0,0,0,1,0,0,0
R_2fqf26RVhkHFHpE,1955,De tijd voor corona en de oorlog in Oekraïne.,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2fqFhSD9fH4pwvU,1955,toen er nog een referendum was.,solidar society,1,0,0,0,0,1,1,0,0
R_2fxkBmVV89eHjoY,1991,de tijd voor de privatisering van de zorg,solidar society,,0,0,0,0,1,0,0,0
R_2fxnIyZhY21pcFK,1982,Niet specifiek één moment. Meer de tijd waarin Nederland minder bezig was met het braafste jongetje van de klas zijn.,NA,,,,,,,,,
R_2fxNvozD26eFAx3,1953,De sociale verwoorvenheden in de jaren zeventig.,solidar society,,1,0,0,0,1,0,0,0
R_2mGjBQY7h3IpvI5,1974,Dat we nog met guldens konden betalen,nationalism,,0,1,0,1,0,0,0,0
R_2nQr2W8jkY4xWi5,1955,Jaren 70 - 80,personal youth,,1,0,0,0,1,0,0,0
R_2OJFcN0dGNjs4H1,1949,"Hippie-, communetijd",solidar society,,1,0,0,0,1,0,0,0
R_2ONqzZHFwIrB6kH,2000,4000 voor Christus met Adam en Eva in het paradijs. Een beter tijd bestaat niet.,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2OOWsQnkmCUrdnX,1952,Tijd voor de mammoetwet,solidar society,1,0,0,0,0,1,0,0,0
R_2OSZEciblQu0p0T,1950,1960-1985,personal youth,,1,0,0,0,1,0,0,0
R_2OT7aJwdOX920yS,1976,"De tijd dat er grote denkbeelden en idealen als duidelijke stromingen verenigd waren in een kleiner aantal partijen. De versnippering van nu is gebaseerd op populistische denkbeelden, met teveel aandacht voor de individuele leiders.",pre-polarized society,,0,0,0,0,0,1,0,0
R_2OTEmveSTNanNIy,1985,nvt,NA,,,,,,,,,
R_2OTJAWyOe4LXzyS,1961,slavernij,colonialism,,0,0,0,1,0,0,1,0
R_2OVgDd2pRG0UkoS,1969,Niets,NA,,,,,,,,,
R_2OYG7HnJdKqPgaw,1969,We moeten vooruit niet achteruit. Grapjurk.,NA,,,,,,,,,
R_2OZUlWFsZcfU9XA,1974,Rare vraag,NA,,,,,,,,,
R_2P1hXJX3LyCM8A3,1967,,NA,,,,,,,,,
R_2P4GmorZkUVtuNJ,1958,"Naar de tijd van minder politieke partijen, het land wordt een onbestuurbaar kind met een waterhoofd. Ik stem voor de invoering van een kiesdrempel",pre-polarized society,,0,0,0,0,0,1,0,0
R_2P6TvGxDXDvomU1,1969,Autoloze zondagen,Personal youth,,1,0,0,0,0,0,0,0
R_2PA0AdihHEACAQH,1948,,NA,,,,,,,,,
R_2Pe3uGJt7oaPHix,1952,Onzin vraag,NA,,,,,,,,,
R_2Pe53f6asv1dEtb,1956,"Mijn jonge jaren ( de 60'er)
Maar dat zeggen waarschijnlijk de meeste mensen.",Personal youth,,1,0,0,0,0,0,0,0
R_2PgS1IdY7v19INy,1973,,NA,,,,,,,,,
R_2Pj0Fe3GMvSAZGa,1971,,NA,,,,,,,,,
R_2pKsoPjLkrVBnp3,1964,De jaren 70.,Personal youth,,1,0,0,0,1,0,0,0
R_2pKX8w4zzGyTVhE,1958,niet,NA,,,,,,,,,
R_2pM5SM4G9HCbYKP,1950,,NA,,,,,,,,,
R_2pM5v8izVDkc28k,1979,geen,NA,,,,,,,,,
R_2PmKuoWNQau26SZ,1993,"Ik ben 29, en toen ik 12 zag ik de wereld positiever in, maar dat was waarschijnlijk onterecht",Personal youth,,1,0,0,0,0,0,0,0
R_2PnGfdjgmtlzEAi,1959,Ruimte exploratie van andere hemellichamen door de mens in persoon.,pre-industrialized society,,1,0,0,0,0,0,0,0
R_2PnX7FtrRXydhgk,1966,Jaren 78 tot 84,personal youth,,1,0,0,0,0,0,0,0
R_2Pp9JnXKdJKa4xq,1974,Jaren 90,pre-polarized society,,1,0,0,0,0,1,0,0
R_2PpLRhfViveIs0e,1997,Het heden,NA,,,,,,,,,
R_2PsUpywMNs3jCtV,1956,,NA,,,,,,,,,
R_2Pzn8P2Wfe4CMgs,1984,Geen. Ieder moment heeft zijn voor- en nadelen.,NA,,,,,,,,,
R_2q1pJjquh5I7T3L,1985,"Geen flauw ideetje, Sorry-Corry",NA,,,,,,,,,
R_2q27Q3dFYzWrsZW,1963,Zonder eu en de gulden toen geluk nog gewoon was,anti-europe,1,0,1,0,1,0,0,0,0
R_2q4LtEH79ISnpPd,1976,,NA,,,,,,,,,
R_2q4vxnVWOQpaYWJ,1997,"Verlangen is te groot een woord. Ik zou willen kijken in veel tijden, maar het lijkt me alsof alle tijden hun eigen drama hebben. Mogelijk jaren '90 en '00?",personal youth,,1,0,0,0,0,0,0,0
R_2q9hY53KzgIf9Jl,1972,Naar de tijd voor de Coronapandemie.,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2qabN7jKZpLYgHb,1994,Nederland zonder de Europese Unie en zonder euro,anti-europe,1,0,1,0,1,0,0,0,0
R_2QAiqiBcS2meyGh,1983,"Jaren negentig. Na de val van de muur toen politiek saai werd, we het beter hadden dan ooit en de verzorgingsstaat niet nodeloos ontmantelt werd dankzij domme populisten en opportunistisch rechts.",solidar society,1,1,0,0,0,1,1,0,0
R_2qaqj8CPhD3MTyj,1958,Opheffing DDR,solidar society,1,0,0,0,0,1,0,0,0
R_2qawTuGinxHEUuA,1949,dat vrouwen rechtsgelijkheid kregen,solidar society,1,0,0,0,0,1,0,0,0
R_2QETz6Jk8eBpfTQ,1959,ik verlang niet terug naar een moment in de geschiedenis.,NA,,,,,,,,,
R_2QEyvw0TSbQ6DJT,1971,Geen. Het is nooit beter geweest dan nu.,NA,,,,,,,,,
R_2qF7e0c57eV01Mw,1955,Het moment dat er nog normen en waarden waren. Is dus niet zo ver terug,pre-polarized society,,0,0,0,0,0,1,0,0
R_2QfJoT2NZDlSWKU,1962,Autoloze zondag,pre-industrialized society,,1,0,0,0,0,0,0,0
R_2QFn8ywsMsTw6o4,2000,,NA,,,,,,,,,
R_2qgwHjKu945TYVG,1972,"Jaren 80, tijd zonder social media",personal youth,,1,0,0,0,0,1,0,0
R_2qh17Z8Q0ixj0SS,1994,,NA,,,,,,,,,
R_2QJs4tQqW2SoACf,1948,Geen idee,NA,,,,,,,,,
R_2qk2q5MQB8ZT6WT,1995,Geen,NA,,,,,,,,,
R_2QLLiOP8AYsPgBM,1963,"Nu, leven in het verleden heeft geen nut",NA,,,,,,,,,
R_2qlqVZShjqHPFhQ,1946,"De zestiger jaren, de tijd van opbouw",solidar society,,1,0,0,0,1,0,0,0
R_2qm92KLtY1neE79,1949,Doe ik niet,NA,,,,,,,,,
R_2QQ9FWjPNXtxb1x,1980,Het Romeinse rijk,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2QrNv6tuWota48e,1952,de jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_2QsQv2XcujpOP35,1962,Geen,NA,,,,,,,,,
R_2QtA9MXklRQnASg,1945,We hebben het nog nooit zo goed gehad als nu.,NA,,,,,,,,,
R_2Qu4Vl0WtmKnE1t,1953,tijd zonder social media,pre-polarized society,,0,0,0,0,0,1,0,0
R_2QVSYlZcGTHy9Ru,1979,,NA,,,,,,,,,
R_2QW0hOPgIQ4Y4d8,1970,Elfstedentocht,nationalism,,1,0,0,1,0,0,0,1
R_2QYafQAvJpkW0b1,1957,De tijd voor internet,pre-polarized society,,0,0,0,0,0,1,0,0
R_2QYbJ2SZwT8DFv8,1945,Van voor Rutte,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2QZ0Aj0LZKBWkAa,1963,"De Koude Oorlog. Was slecht voor de mensen aan de andere kant, maar gaf wel meer rust.",solidar society,1,1,0,0,0,0,0,0,0
R_2qz7O1ivo1mmyCN,1974,Moment na de koude oorlog,solidar society,1,0,0,0,0,1,1,0,0
R_2QzUwAbka6KSq94,1959,Geen,NA,,,,,,,,,
R_2R4B0WPPSqcGDh3,1956,Jaren 80,solidar society,,0,0,0,0,1,0,0,0
R_2R8GUgPPd3AqKmW,1964,Jaren 50-60 vorige eeuw.,personal youth,,1,0,0,0,1,0,0,0
R_2rBKfJBpdV6cmBV,1972,Jaren 70 en 80,personal youth,,1,0,0,0,1,0,0,0
R_2rC6010G07fZec8,1958,Nvt,NA,,,,,,,,,
R_2rCqFxcViR8JaZA,1958,De jaren 80,solidar society,,0,0,0,0,1,0,0,0
R_2rHjM4y0RcmrLjC,1982,"1982, mijn geboorte jaar. Het nog eens opnieuw doen, met de inzichten van nu...",personal youth,,1,0,0,0,0,0,0,0
R_2rHrHFzp8sdWcaf,1964,jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_2ri6tU2H8HAvpWB,1978,mijn jeugd,personal youth,,1,0,0,0,0,0,0,0
R_2riRl24UfYZhwNE,1987,De jaren 2000. Opkomst van Pim Fortuyn en de tijd dat er minder migratie was.,nationalism,1,0,0,0,1,0,0,0,0
R_2rMdzp0OXudQ0QJ,1949,Naar de toekomst,NA,,,,,,,,,
R_2rMe8qXEO2RbDgE,1949,"geen idee
",NA,,,,,,,,,
R_2ROeoGm6mZsgUgK,1958,Morgen,NA,,,,,,,,,
R_2roJkP6TU3Gk7Ux,1968,De gulden,anti-europe,,0,1,0,1,0,0,0,0
R_2ROKBAOuyXRytN1,1959,Jaren 80,solidar society,,0,0,0,0,1,0,0,0
R_2ROkZTGT6EqMs9m,1954,dat de ouderen veel meer aandacht kregen. in de jaren 80,solidar society,,0,0,0,0,1,0,0,0
R_2rpcZbKt4pWKsuc,1965,Is geweest geen verlangen terug,NA,,,,,,,,,
R_2RQCHG29rJlFg4K,1975,,NA,,,,,,,,,
R_2rqmaFmzzA2JeCO,1988,"De jaren 90, had daar graag begonnen met werken",personal youth,,1,0,0,0,0,0,0,0
R_2RQyiiUgVTxehNC,1939,"Na de oorlog, vrede",solidar society,1,1,0,0,0,1,0,0,0
R_2rSHhksXFMb5RL3,1953,Jaren 1960 t/m 1980,solidar society,,1,0,0,0,1,0,0,0
R_2rTKi6p3T5au4w7,1947,"Geen antwoord op te geven, irrelevant",NA,,,,,,,,,
R_2rTT64qBb0aaWeh,1963,Geen,NA,,,,,,,,,
R_2rUCDyCzFIwMD7O,1960,"Vanaf begin jaren negentig, welvaart, niet zoveel mensen en veel minder criminaliteit",nationalism,,0,0,0,1,0,0,0,0
R_2RUfDDP7kK6XLYL,1966,opkomst van Michael Gorbatsjov,solidar society,1,0,0,0,0,1,0,0,0
R_2rutu7PyZEbbiJm,1952,Jaren '60,solidar society,,1,0,0,0,1,0,0,0
R_2ruWtWEak6wfnqi,1975,,NA,,,,,,,,,
R_2rux5kRRFHze5jv,1952,"De tijd dat Nederland nog niet verkwanseld was aan de EU, en onze eigen wetgeving niet opzijgezet kon worden door Europeesche regels.",anti-europe,1,0,1,0,1,0,0,0,0
R_2rvXx686p6SCG9c,1966,,NA,,,,,,,,,
R_2rw7R0sIB2qjscp,1964,Niets,NA,,,,,,,,,
R_2rwHYyCfrl9HM0r,1992,De periode vóór de aanslagen op 9 september 2001.,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2rwm9PsgLe3H9l4,1990,De griekse oudheid,pre-industrialized society,1,0,0,1,0,0,0,0,0
R_2rY1YOrkGZlhnix,1961,Geen,NA,,,,,,,,,
R_2rzzw9D6CRy0Qnv,1978,De tijd voordat mensen negatieve invloed uitoefende op hun natuurlijke omgeving. Heel lang geleden dus!,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2s587DVq6VUGGta,1992,"Ongeveer 10 jaar geleden, 2012-2013.",personal youth,,1,0,0,0,0,0,0,0
R_2s5ewC0wDUdVCSC,1963,1980,personal youth,,1,0,0,0,1,0,0,0
R_2s5sTs88mI1j2Sv,1978,De opkomst van Pim Fortuyn.,nationalism,1,0,0,0,1,0,0,0,0
R_2s6eYSsHdWXScSN,1992,Pre covid,pre-polarized society,,0,0,0,0,0,1,0,0
R_2S81n5S6nqyap4E,1983,De periode dat ik studeerde op de universiteit voor mijn bachelor,personal youth,,1,0,0,0,0,0,0,0
R_2S98kyiHi20VVfB,1984,Geen,NA,,,,,,,,,
R_2SAEQe0zHJiq2CR,1960,aan mijn jeugd jaren waar ik mijn nog niet gedwongen werd om dingen te doen die ik niet wilde en nog enige recht had om mijn eigen mening te geven,personal youth,,1,0,0,0,0,1,0,0
R_2saJ0g4kOyl0VWz,1946,Toen men nog respect had voor elkaar,pre-polarized society,,0,0,0,0,0,1,0,0
R_2SBuiydoljtssvX,1954,Toen Kaag nog niet in de regering zat,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2SCSi1pp1QxrhRp,1963,,NA,,,,,,,,,
R_2SddjJJcHqR3PyJ,1993,,NA,,,,,,,,,
R_2sDQMC7ihZGr9AZ,1972,Alles voor het millennium,personal youth,,1,0,0,0,0,0,0,0
R_2SdwNHVDVLlB8qe,1963,Verspilde energie om daaraan te denken. Komt toch niet terug.,NA,,,,,,,,,
R_2Se6KY7mMRfcW8B,1935,de tijd van ontspanning tussen Oost en West,pre-polarized society,,0,0,0,0,1,1,0,0
R_2Sie3VjdpBJhGN7,1960,Jaar 2000 ongeveer,pre-polarized society,,0,0,0,0,0,1,0,0
R_2SIwd3rFIdBmQTO,1949,naar een democratie met minder polarisatie en minder politieke partijen.,pre-polarized society,,0,0,0,0,0,1,0,0
R_2SjAdhqSqNAFNpC,1952,"Heb ik niet, ik kijk vooruit.",NA,,,,,,,,,
R_2SJrcnwwfm8jKyO,1946,Val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_2SraGUkKnFRf5am,1959,"saamhorigheid, omkijken naar elkaar, Nederland zonder al dat vreemde volk, wat constant op Opsporing Verocht te zien is",nationalism,,0,0,0,1,1,0,1,0
R_2SrFsAVqa7DeDwi,1959,Jaren 80. Waren mensen minder preuts en minder snel op de tenen getrapt,pre-polarized society,,0,0,0,0,0,1,0,0
R_2sT02wWL3q500hb,1967,Geen,NA,,,,,,,,,
